,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,BuildAge,RemodAge,GarageAge,SalePrice
710,711,30,RL,56.0,4130,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,CBlock,3,3,No,1,0,1,0,270,270,GasA,4,1,SBrkr,729,0,0,729,0,0,1,0,2,1,3,5,Maj2,0,0,None,None,0,0,0,0,N,0,0,0,0,0,0,0,None,None,0,7,2008,WD,Normal,73,5,0,52000
711,712,50,C (all),66.0,8712,Pave,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,Stone,3,3,Mn,1,0,1,0,859,859,GasA,4,1,SBrkr,859,319,0,1178,0,0,1,0,2,1,3,7,Typ,0,0,Detchd,RFn,1,384,3,3,N,68,0,98,0,0,0,0,None,None,0,1,2010,WD,Abnorml,110,60,46,102776
712,713,120,RL,40.0,4671,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Mn,6,767,1,0,461,1228,GasA,4,1,SBrkr,1228,0,0,1228,1,0,2,0,2,1,4,5,Typ,1,4,Attchd,Fin,2,472,3,3,Y,168,120,0,0,0,0,0,None,None,0,10,2008,WD,Normal,20,19,20,189000
713,714,190,RL,60.0,9873,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,160.0,3,3,CBlock,3,3,Av,5,789,1,0,171,960,GasW,3,0,SBrkr,960,0,0,960,1,0,1,0,3,1,3,6,Typ,0,0,Detchd,Unf,2,576,3,3,Y,0,288,0,0,0,0,0,None,None,0,5,2006,WD,Normal,36,36,36,129000
714,715,60,RL,0.0,13517,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,Plywood,BrkFace,289.0,4,3,CBlock,3,3,No,6,533,1,0,192,725,GasA,5,1,SBrkr,725,754,0,1479,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,RFn,2,475,3,3,Y,0,44,0,0,0,0,0,None,None,0,3,2010,WD,Normal,34,5,34,130500
715,716,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,3,3,CBlock,4,3,No,1,0,1,0,1064,1064,GasA,3,1,SBrkr,1350,0,0,1350,0,0,2,0,3,1,3,7,Typ,1,3,Attchd,RFn,2,478,3,3,Y,0,0,0,0,0,0,0,MnPrv,None,0,8,2009,WD,Normal,35,35,35,165000
716,717,70,RM,60.0,10800,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,Gable,CompShg,Wd Sdng,VinylSd,None,0.0,3,4,BrkTil,3,3,No,1,0,1,0,718,718,GasA,5,1,SBrkr,1576,978,0,2554,0,0,1,1,3,1,3,8,Typ,0,0,Detchd,Unf,2,704,3,3,P,0,48,143,0,0,0,0,None,None,0,7,2007,WD,Normal,117,9,11,159500
717,718,20,RL,80.0,10000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,No,4,1084,1,0,92,1176,GasA,4,1,SBrkr,1178,0,0,1178,0,1,1,1,3,1,4,5,Typ,1,2,Attchd,Unf,2,439,3,3,Y,224,0,0,0,0,0,0,MnPrv,None,0,11,2008,WD,Normal,35,8,35,157000
718,719,60,RL,96.0,10542,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Wd Sdng,ImStucc,BrkFace,651.0,4,3,PConc,4,3,Gd,6,1173,1,0,138,1311,GasA,5,1,SBrkr,1325,1093,0,2418,1,0,2,1,3,1,4,9,Typ,1,3,Attchd,RFn,3,983,3,3,Y,250,154,216,0,0,0,0,None,None,0,8,2008,WD,Normal,15,14,15,341000
719,720,20,RL,69.0,9920,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,4,3,Gd,5,523,1,0,448,971,GasA,3,1,SBrkr,971,0,0,971,0,0,1,1,3,1,3,5,Typ,1,1,Attchd,Unf,1,300,3,3,Y,0,0,0,0,0,0,0,None,None,0,5,2006,WD,Normal,37,37,37,128500
720,721,120,RL,0.0,6563,Pave,None,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,Gd,6,1148,1,0,594,1742,GasA,3,1,SBrkr,1742,0,0,1742,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,RFn,2,564,3,3,Y,114,28,234,0,0,0,0,None,None,0,12,2006,WD,Normal,21,21,21,275000
721,722,120,RM,0.0,4426,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,4,3,PConc,4,3,Av,6,662,1,0,186,848,GasA,5,1,SBrkr,848,0,0,848,1,0,1,0,1,1,4,3,Typ,0,0,Attchd,RFn,2,420,3,3,Y,160,0,0,0,0,0,0,None,None,0,5,2010,WD,Normal,6,6,6,143000
722,723,20,RL,70.0,8120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,No,5,191,1,0,673,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,3,1,3,5,Typ,0,0,Detchd,Unf,2,463,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2009,WD,Normal,39,39,15,124500
723,724,50,RL,60.0,8172,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,No,1,0,1,0,941,941,GasA,5,1,SBrkr,997,473,0,1470,0,0,2,0,4,1,3,7,Typ,0,0,Detchd,Unf,1,548,3,3,Y,0,0,0,0,156,0,0,None,None,0,5,2008,WD,Normal,54,36,50,135000
724,725,20,RL,86.0,13286,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,No,6,1234,1,0,464,1698,GasA,5,1,SBrkr,1698,0,0,1698,1,0,2,0,3,1,5,8,Typ,1,4,Attchd,Fin,3,768,3,3,Y,327,64,0,0,0,0,0,None,None,0,2,2009,WD,Normal,2,1,2,320000
725,726,20,RL,60.0,6960,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,No,5,375,4,239,250,864,GasA,3,1,SBrkr,864,0,0,864,0,0,1,0,3,1,4,5,Typ,0,0,Detchd,Unf,2,660,3,3,Y,96,0,0,0,0,0,0,None,Shed,500,11,2009,WD,Normal,39,39,20,120500
726,727,20,RL,0.0,21695,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,Hip,CompShg,Wd Sdng,Plywood,BrkFace,260.0,4,4,CBlock,4,3,No,6,808,1,0,72,880,GasA,5,1,SBrkr,1680,0,0,1680,1,0,2,0,3,1,4,5,Typ,1,4,Attchd,Fin,2,540,3,3,Y,292,44,0,182,0,0,0,None,None,0,12,2009,WD,Normal,21,2,21,222000
727,728,20,RL,64.0,7314,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,4,3,PConc,4,3,Av,6,724,1,0,508,1232,GasA,5,1,SBrkr,1232,0,0,1232,1,0,2,0,2,1,4,6,Typ,0,0,Attchd,RFn,2,632,3,3,Y,132,0,0,0,0,0,0,None,None,0,2,2009,WD,Normal,2,2,2,194500
728,729,90,RL,85.0,11475,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,3,3,CBlock,3,3,No,1,0,1,0,1584,1584,GasA,3,1,SBrkr,1776,0,0,1776,1,0,2,0,4,2,3,9,Typ,0,0,Detchd,Unf,3,888,3,3,Y,0,25,0,0,0,0,0,None,None,0,7,2009,COD,Abnorml,51,51,41,110000
729,730,30,RM,52.0,6240,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,No,4,152,1,0,628,780,GasA,3,1,FuseA,848,0,360,1208,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,2,539,3,3,Y,0,23,112,0,0,0,0,None,None,0,1,2009,WD,Normal,84,59,47,103000
730,731,120,RL,39.0,5389,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,No,6,1180,1,0,415,1595,GasA,5,1,SBrkr,1616,0,0,1616,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,RFn,2,608,3,3,Y,237,152,0,0,0,0,0,None,None,0,3,2010,WD,Normal,15,14,15,236500
731,732,80,RL,73.0,9590,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,4,3,PConc,5,3,Av,6,786,1,0,82,868,GasA,5,1,SBrkr,1146,0,0,1146,1,0,2,0,3,1,4,6,Typ,1,4,Attchd,Fin,2,438,3,3,Y,160,22,0,0,0,0,0,None,None,0,5,2007,WD,Normal,4,4,4,187500
732,733,60,RL,75.0,11404,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,202.0,4,3,PConc,4,3,Av,5,252,1,0,901,1153,GasA,5,1,SBrkr,1153,878,0,2031,0,0,2,1,3,1,4,8,Typ,1,3,Attchd,Fin,2,541,3,3,Y,192,84,0,0,0,0,0,None,None,0,7,2008,WD,Normal,10,9,10,222500
733,734,20,RL,80.0,10000,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,No,4,594,1,0,270,864,GasA,5,1,SBrkr,1144,0,0,1144,1,0,1,0,3,1,3,6,Typ,1,3,Attchd,RFn,1,264,3,3,Y,165,0,0,0,0,0,0,GdWo,Shed,400,3,2009,WD,Normal,48,26,48,131400
734,735,20,RL,0.0,8978,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,PConc,3,3,No,1,0,1,0,948,948,GasA,3,1,SBrkr,948,0,0,948,0,0,1,0,3,1,3,6,Typ,0,0,Attchd,Unf,1,300,3,3,Y,147,0,0,0,0,0,0,None,None,0,5,2007,WD,Family,39,39,39,108000
735,736,75,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,4,3,Mn,3,390,1,0,490,880,GasW,2,0,SBrkr,880,888,0,1768,0,0,1,1,2,1,3,6,Typ,2,3,Detchd,Unf,2,320,3,3,N,0,341,0,0,0,0,0,None,None,0,10,2006,WD,Normal,92,36,92,163000
736,737,90,RL,60.0,8544,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,Gable,CompShg,Stucco,Stone,None,0.0,3,3,CBlock,0,0,None,0,0,0,0,0,0,GasA,4,0,FuseF,1040,0,0,1040,0,0,2,0,2,2,3,6,Typ,0,0,Detchd,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,None,None,0,7,2006,WD,Normal,56,56,57,93500
737,738,60,RL,72.0,10463,Pave,None,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,893,893,GasA,5,1,SBrkr,901,900,0,1801,0,0,2,1,3,1,4,8,Typ,1,4,Attchd,Fin,3,800,3,3,Y,0,116,0,0,0,0,0,None,None,0,6,2006,WD,Normal,1,1,1,239900
738,739,90,RL,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,4,4,Gd,6,1200,1,0,0,1200,GasA,3,1,SBrkr,1200,0,0,1200,3,0,3,0,3,1,3,5,Typ,0,0,None,None,0,0,0,0,Y,120,0,0,0,0,0,0,None,None,0,3,2009,WD,Alloca,22,21,0,179000
739,740,60,RL,65.0,9313,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,864,864,GasA,5,1,SBrkr,864,864,0,1728,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,572,3,3,Y,187,56,0,0,0,0,0,None,None,0,4,2009,WD,Normal,5,5,5,190000
740,741,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,7,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,BrkTil,2,2,No,1,0,1,0,264,264,GasA,5,1,SBrkr,768,664,0,1432,0,0,2,0,2,1,3,7,Typ,0,0,Detchd,Unf,2,360,3,4,Y,270,0,112,0,0,0,0,GdPrv,None,0,5,2007,WD,Abnorml,97,5,97,132000
741,742,20,RL,65.0,6768,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,6,8,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,3,3,Mn,6,832,1,0,80,912,GasA,4,1,SBrkr,912,0,0,912,1,1,1,0,3,1,4,5,Typ,0,0,Detchd,Unf,1,288,3,3,Y,168,0,0,0,0,0,0,GdPrv,None,0,5,2008,WD,Normal,47,12,46,142000
742,743,20,RL,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,3,PConc,4,3,No,1,0,1,0,1349,1349,GasA,5,1,SBrkr,1349,0,0,1349,0,0,2,0,3,1,3,6,Typ,0,0,Attchd,Unf,2,539,3,3,Y,120,55,0,0,0,0,0,GdPrv,None,0,12,2007,WD,Normal,7,6,7,179000
743,744,80,RL,70.0,12886,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,Av,5,444,1,0,76,520,GasA,5,1,SBrkr,1464,0,0,1464,0,1,2,0,3,1,3,6,Min2,1,3,Attchd,RFn,2,480,3,3,Y,302,0,0,0,100,0,0,None,None,0,10,2009,WD,Normal,46,10,12,175000
744,745,120,RL,41.0,5395,Pave,None,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,No,6,733,1,0,604,1337,GasA,4,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,4,5,Typ,1,3,Attchd,RFn,2,462,3,3,Y,96,0,70,168,0,0,0,None,None,0,10,2008,WD,Normal,15,15,15,180000
745,746,60,RL,0.0,8963,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,BrkFace,289.0,5,4,CBlock,3,4,No,6,575,5,80,487,1142,GasA,5,1,SBrkr,1175,1540,0,2715,0,1,3,1,4,1,4,11,Typ,2,3,BuiltIn,Fin,2,831,3,3,Y,0,204,0,0,0,0,0,None,None,0,7,2008,WD,Normal,32,12,14,299800
746,747,60,RL,0.0,8795,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,6,300,1,0,652,952,GasA,5,1,SBrkr,980,1276,0,2256,0,0,2,1,4,1,4,8,Typ,1,3,BuiltIn,Fin,2,554,3,3,Y,224,54,0,0,0,0,0,None,None,0,4,2009,WD,Normal,9,9,9,236000
747,748,70,RM,65.0,11700,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,Mansard,CompShg,Stucco,Stucco,None,0.0,4,3,Stone,3,2,No,1,0,1,0,1240,1240,GasW,3,0,SBrkr,1320,1320,0,2640,0,0,1,1,4,1,4,8,Typ,1,4,Detchd,Unf,4,864,3,3,N,181,0,386,0,0,0,0,None,None,0,5,2009,WD,Normal,129,6,59,265979
748,749,20,RL,59.0,10593,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,338.0,4,3,PConc,4,3,No,6,919,1,0,801,1720,GasA,5,1,SBrkr,1720,0,0,1720,1,0,2,0,3,1,4,7,Typ,1,3,Attchd,Fin,2,527,3,3,Y,240,56,154,0,0,0,0,None,None,0,3,2010,WD,Normal,14,14,14,260400
749,750,50,RL,50.0,8405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,3,Slab,0,0,None,0,0,0,0,0,0,Wall,3,0,FuseF,1088,441,0,1529,0,0,2,0,4,1,3,9,Mod,0,0,Detchd,Unf,1,240,3,3,N,92,0,185,0,0,0,0,None,None,0,4,2009,WD,Normal,64,59,64,98000
750,751,50,RM,55.0,8800,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,2,No,1,0,1,0,576,576,GasA,4,1,SBrkr,792,348,0,1140,0,0,1,0,3,1,3,7,Min2,0,0,None,None,0,0,0,0,N,0,160,0,0,0,0,0,None,None,0,6,2010,WD,Normal,100,6,0,96500
751,752,60,RL,0.0,7750,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,No,1,0,1,0,660,660,GasA,5,1,SBrkr,660,660,0,1320,0,0,2,1,3,1,4,6,Typ,0,0,Attchd,Fin,2,400,3,3,Y,0,48,0,0,0,0,0,None,None,0,8,2007,WD,Normal,4,4,4,162000
752,753,20,RL,79.0,9236,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,Gd,6,1200,1,0,279,1479,GasA,5,1,SBrkr,1494,0,0,1494,1,0,2,0,3,1,4,6,Typ,0,0,Attchd,RFn,2,576,3,3,Y,168,27,0,0,0,0,0,None,None,0,7,2006,WD,Normal,9,9,9,217000
753,754,60,RL,80.0,10240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4,3,Mn,1,0,1,0,1030,1030,GasA,4,1,SBrkr,1038,1060,0,2098,0,0,2,1,3,1,5,8,Typ,1,4,Attchd,RFn,3,878,3,3,Y,192,52,0,0,0,0,0,None,None,0,3,2006,WD,Normal,1,1,1,275500
754,755,20,RL,61.0,7930,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,CBlock,3,3,No,6,439,2,472,115,1026,GasA,4,1,SBrkr,1026,0,0,1026,1,0,1,0,3,1,4,5,Typ,0,0,Detchd,RFn,2,440,3,3,Y,171,48,0,0,0,0,0,None,None,0,7,2009,WD,Normal,40,4,40,156000
755,756,160,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,894.0,3,3,PConc,4,3,No,6,381,1,0,348,729,GasA,4,1,SBrkr,742,729,0,1471,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,Unf,2,440,3,3,Y,0,24,0,0,0,0,0,None,None,0,3,2009,WD,Normal,10,10,10,172500
756,757,60,RL,68.0,10769,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,Av,6,20,1,0,846,866,GasA,5,1,SBrkr,866,902,0,1768,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,RFn,2,578,3,3,Y,144,105,0,0,0,0,0,None,None,0,4,2009,WD,Normal,2,2,2,212000
757,758,60,RL,0.0,11616,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkCmn,328.0,3,3,CBlock,3,3,Mn,3,438,1,0,234,672,GasA,3,1,SBrkr,672,714,0,1386,0,0,2,1,3,1,3,6,Typ,1,3,Attchd,Fin,2,440,3,3,Y,335,0,0,0,0,0,0,GdPrv,None,0,4,2010,WD,Abnorml,32,32,32,158900
758,759,160,FV,24.0,2280,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,360.0,3,3,PConc,4,3,No,5,549,1,0,195,744,GasA,4,1,SBrkr,757,744,0,1501,0,0,2,1,3,1,3,6,Typ,0,0,Detchd,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,None,None,0,8,2008,WD,Normal,9,9,9,179400
759,760,60,RL,65.0,12257,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,4,3,PConc,4,3,Av,2,56,5,64,1198,1318,GasA,5,1,SBrkr,1328,1203,0,2531,0,0,2,1,4,1,4,9,Typ,1,3,Attchd,RFn,3,752,3,3,Y,222,98,0,0,0,0,0,None,None,0,11,2007,WD,Normal,12,12,12,290000
760,761,20,RL,70.0,9100,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,No,3,612,1,0,252,864,GasA,5,1,SBrkr,864,0,0,864,0,0,1,0,2,1,3,5,Typ,0,0,Detchd,Unf,1,300,5,5,Y,0,0,0,0,0,0,0,None,Shed,450,10,2009,WD,Normal,50,50,1,127500
761,762,30,RM,60.0,6911,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,PConc,3,3,Mn,2,405,1,0,740,1145,GasA,3,1,SBrkr,1301,0,0,1301,0,0,1,0,2,1,2,5,Min1,0,0,Detchd,Unf,2,440,3,3,Y,0,0,0,0,0,0,0,None,None,0,10,2009,WD,Normal,85,59,44,100000
762,763,60,FV,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,Mn,6,24,1,0,732,756,GasA,5,1,SBrkr,764,783,0,1547,0,0,2,1,3,1,4,7,Typ,0,0,Attchd,Unf,2,614,3,3,Y,169,45,0,0,0,0,0,None,None,0,6,2010,Con,Normal,1,1,1,215200
763,764,60,RL,82.0,9430,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,673.0,4,3,PConc,4,3,Mn,6,1163,1,0,89,1252,GasA,5,1,SBrkr,1268,1097,0,2365,1,0,2,1,3,1,4,8,Typ,1,4,Attchd,RFn,3,856,3,3,Y,0,128,0,0,180,0,0,None,None,0,7,2009,WD,Normal,10,10,10,337000
764,765,120,RL,30.0,9549,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,4,4,PConc,4,4,Av,2,437,6,1057,0,1494,GasA,5,1,SBrkr,1494,0,0,1494,1,0,1,1,2,1,5,6,Typ,1,4,Attchd,Fin,2,481,3,3,Y,0,30,0,0,216,0,0,None,None,0,4,2006,WD,Normal,11,10,11,270000
765,766,20,RL,75.0,14587,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,VinylSd,VinylSd,Stone,284.0,4,3,PConc,4,3,No,1,0,1,0,1498,1498,GasA,5,1,SBrkr,1506,0,0,1506,0,0,2,0,2,1,5,6,Typ,1,4,Attchd,Fin,2,592,3,3,Y,0,174,0,0,0,0,0,None,None,0,8,2008,New,Partial,0,0,0,264132
